t_us
4294958999
25021
58761
92324
125761
159329
192940
226397
259771
293623
327186
360467
393919
427685
461177
494569
528324
561859
595363
629100
662839
696452
729962
763518
797017
830549
864510
898192
931922
965531
999008
1032447
1065876
1099754
1133391
1166870
1200369
1233910
1267494
1300819
1334145
1367802
1401422
1434700
1468177
1501849
1535323
1568594
1602053
1635783
1669217
1702509
1736073
1769794
1803203
1836511
1870012
1903661
1937091
1970379
2003938
2037715
2071203
2104505
2138020
2171657
2205024
2238400
2272076
2305709
2339075
2372530
2406321
2439884
2473193
2506706
2540401
2573928
2607369
2641270
2675020
2708500
2741760
2775347
2809009
2842690
2876366
2910003
2943546
2976967
3010389
3044019
3077667
3110957
3144344
3178127
3211626
3244913
3278287
3311778
3345403
3378908
3412371
3446131
3479672
3513037
3546511
3580140
3613574
3646962
3680678
3714418
3747955
3781491
3815100
3848600
3881954
3915620
3949230
3982873
4016481
4050086
4083526
4117034
4150597
4184249
4217797
4251491
4285119
4318447
4351762
4385442
4418978
4452373
4485900
4519452
4552985
4586371
4619932
4653600
4686983
4720269
4753869
4787529
4820893
4854231
4887971
4921574
4954852
4988272
5021939
5055536
5088870
5122277
5155858
5189389
5222849
5256429
5290041
5323572
5357255
5390905
5424421
5457870
5491614
5525186
5558865
5592576
5626225
5659768
5693357
5727011
5760463
5793760
5827402
5861066
5894509
5927833
5961411
5995137
6028507
6061755
6095259
6128994
6162389
6195668
6229191
6262911
6296368
6329629
6363130
6396721
6430226
6463632
6497183
6530798
6564257
6597587
6631320
6664946
6698578
6732157
6765823
6799522
6832947
6866377
6900094
6933701
6967241
7001129
7034756
7068291
7101741
7135306
7168895
7202294
7235762
7269400
7302864
7336304
7369991
7403479
7436807
7470462
7504108
7537395
7570858
7604589
7637989
7671276
7704908
7738565
7771925
7805294
7838971
7872578
7905923
7939348
7973020
8006526
8039945
8073660
8107399
8140852
8174241
8207900
8241421
8274765
8308382
8342105
8375526
8408848
8442516
8476165
8509485
8542804
8576398
8610067
8643522
8676925
8710622
8744199
8777483
8810992
8844593
8878143
8911635
8945502
8979188
9012710
9046049
9079674
9113328
9146721
9180221
9213959
9247555
9280918
9314435
9348094
9381538
9414825
9448407
9482018
9515384
9548837
9582669
9616120
9649341
9682809
9716558
9750026
9783376
9816970
9850549
9884017
9917542
9951325
9984929
10018295
10051749
10085458
10118963
10152327
10186075
10219686
10253040
10286361
10320013
10353652
10386963
10420427
10454075
10487622
10520933
10554442
10588108
10621484
10654816
10688515
10722147
10755466
10788876
10822579
10856158
10889492
10922981
10956731
10990224
11023533
11056977
11090675
11124184
11157556
11191212
11224819
11258303
11291916
11325606
11359383
11392927
11426163
11459647
11493254
11526860
11560535
11594077
11627617
11661228
11694639
11727912
11761506
11795189
11828612
11861914
11895624
11929235
11962566
11995979
12029536
12063064
12096396
12129808
12163535
12197049
12230365
12263843
12297472
12330918
12364248
12397889
12431551
12465035
12498349
12532106
12565677
12598989
12632464
12666113
12699679
12733147
12766889
12800553
12834225
12867822
12901322
12934801
12968280
13001825
13035634
13069275
13102740
13136206
13169808
13203206
13236511
13270075
13303662
13337190
13370701
13404367
13437890
13471338
13504793
13538375
13571823
13605126
13638748
13672545
13705876
13739149
13772842
13806402
13839697
13873175
13906746
13940329
13973827
14007276
14041022
14074498
14107829
14141447
14175038
14208450
14241978
14275726
14309267
14342733
14376579
14410271
14443803
14477090
14510570
14544237
14577732
14611120
14644900
14678539
14711918
14745189
14778861
14812354
14845628
14879119
14912855
14946320
14979618
15013073
15046736
15080253
15113574
15147031
15180692
15214200
15247484
15280955
15314698
15348218
15381486
15414900
15448502
15482087
15515511
15549162
15582831
15616407
15649762
15683271
15716895
15750415
15784086
15817872
15851477
15884929
15918642
15952275
15985919
16019437
16052920
16086440
16119956
16153573
16187129
16220446
16254013
16287656
16320917
16354236
16387722
16421439
16454841
16488141
16521651
16555242
16588743
16622121
16655664
16689168
16722619
16756249
16789857
16823399
16856660
16890174
16923911
16957386
16990762
17024447
17058211
17091648
17124984
17158626
17192293
17225765
17259191
17292984
17326539
17360021
17393634
17427244
17460794
17494371
17528070
17561558
17594778
17628274
17661918
17695257
17728608
17762243
17795753
17829094
17862541
17896211
17929639
17962978
17996594
18030205
18063652
18096985
18130755
18164370
18197717
18231186
18264830
18298401
18331773
18365300
18399056
18432597
18465899
18499375
18533107
18566524
18599757
18633201
18666968
18700400
18733663
18767167
18800773
18834200
18867596
18901224
18934728
18968169
19001705
19035191
19068667
19102328
19136053
19169545
19202862
19236457
19270168
19303750
19337279
19371211
19404958
19438515
19471719
19505052
19538727
19572280
19605557
19639075
19672797
19706176
19739418
19772967
19806574
19839971
19873298
19907025
19940670
19974118
20007483
20041087
20074655
20108103
20141679
20175524
20209130
20242661
20276482
20310087
20343624
20377119
20410722
20444187
20477817
20511578
20544940
20578167
20611714
20645355
20678727
20712058
20745558
20779137
20812585
20845985
20879574
20913072
20946487
20980041
21013592
21047049
21080427
21114164
21147786
21181193
21214623
21248315
21282103
21315722
21349240
21382891
21416599
21449933
21483282
21516888
21550401
21583732
21617477
21651170
21684580
21717860
21751347
21784910
21818333
21851775
21885550
21919171
21952519
21985968
22019622
22053150
22086434
22119985
22153727
22187039
22220322
22253968
22287547
22320879
22354267
22387866
22421421
22454840
22488292
22521869
22555337
22588648
22622286
22655808
22689288
22722917
22756475
22790021
22823544
22857345
22891150
22924554
22957943
22991570
23025327
23058941
23092380
23126211
23159813
23193214
23226838
23260386
23293833
23327496
23361233
23394831
23428409
23461909
23495330
23528763
23562466
23596084
23629648
23663179
23696679
23730043
23763563
23797082
23830603
23863967
23897546
23931198
23964546
23997881
24031399
24064979
24098345
24131731
24165411
24199073
24232434
24265781
24299387
24332921
24366276
24399879
24433612
24467070
24500356
24533786
24567538
24601006
24634284
24667792
24701431
24734880
24768217
24801849
24835542
24868978
24902291
24935937
24969583
25003027
25036588
25070266
25103839
25137195
25170838
25204614
25237965
25271241
25304753
25338439
25371794
25405090
25438784
25472410
25505723
25539114
25572768
25606349
25639667
25673072
25706674
25740257
25773721
25807178
25840907
25874445
25907795
25941389
25975030
26008620
26041979
26075615
26109262
26142851
26176274
26209984
26243778
26277368
26310755
26344324
26377863
26411399
26444957
26478551
26512036
26545505
26579169
26612756
26646176
26679661
26713351
26746792
26780206
26813909
26847511
26881008
26914699
26948299
26981907
27015294
27048622
27082314
27115833
27149071
27182616
27216432
27249822
27283098
27316550
27350190
27383585
27416874
27450363
27483952
27517458
27550869
27584458
27617959
27651332
27684942
27718605
27752034
27785394
27819048
27852778
27886217
27919621
27953313
27986997
28020294
28053683
28087315
28120905
28154225
28187690
28221374
28254793
28288047
28321536
28355208
28388643
28421923
28455533
28489165
28522584
28555927
28589644
28623143
28656483
28690008
28723704
28757150
28790428
28824011
28857664
28891061
28924416
28958138
28991718
29025060
29058812
29092538
29126067
29159459
29193129
29226721
29260114
29293748
29327529
29361016
29394345
29428020
29461538
29494912
29528612
29562275
29595742
29629027
29662817
29696384
29729792
29763392
29797006
29830489
29863742
29897329
29931055
29964418
29997674
30031272
30064963
30098373
30131631
30165298
30198892
30232230
30265703
30299364
30332859
30366167
30399632
30433301
30466830
30500166
30533675
30567328
30600796
30634104
30667772
30701381
30734797
30768344
30801952
30835456
30868915
30902622
30936272
30969743
31003390
31037159
31070751
31104073
31137752
31171272
31204829
31238454
31272048
31305481
31339005
31372674
31406017
31439249
31472832
31506469
31539847
31573214
31606870
31640377
31673727
31707185
31740794
31774234
31807554
31841130
31874870
31908249
31941561
31975221
32008816
32042191
32075674
32109410
32142881
32176203
32209681
32243395
32276901
32310222
32343802
32377453
32410841
32444127
32477789
32511367
32544751
32578323
32611966
32645432
32678812
32712469
32746098
32779525
32813056
32846768
32880263
32913517
32946912
32980679
33014158
33047503
33081229
33114917
33148362
33181752
33215401
33248884
33282258
33315899
33349506
33382978
33416278
33450030
33483647
33516995
33550419
33583993
33617558
33651052
33685013
33718657
33751962
33785352
33818984
33852550
33885978
33919747
33953467
33986900
34020230
34053888
34087339
34120670
34154270
34187951
34221268
34254611
34288226
34321808
34355131
34388470
34422029
34455730
34489274
34522716
34556419
34589980
34623490
34656909
34690600
34724334
34758090
34791853
34825301
34858498
34891867
34925563
34958937
34992161
35025654
35059363
35092836
35126155
35159618
35193123
35226604
35260035
35293558
35327096
35360521
35394112
35427671
35461106
35494613
35528449
35562094
35595661
35629433
35663118
35696859
35730511
35763953
35797240
35830722
35864367
35897835
35931419
35965035
35998574
36032050
36065506
36099235
36132799
36166401
36199992
36233553
36267101
36300392
36333758
36367393
36400851
36434140
36467740
36501463
36534894
36568150
36601664
36635198
36668678
36702082
36735767
36769470
36802944
36836202
36869784
36903331
36936645
36970063
37003719
37037410
37070892
37104467
37138129
37171693
37205107
37238654
37272237
37305692
37339040
37372813
37406436
37439894
37473396
37506922
37540373
37573805
37607480
37641101
37674525
37708067
37741788
37775176
37808500
37842053
37875652
37909047
37942488
37976272
38009848
38043217
38076699
38110396
38143773
38177108
38210609
38244271
38277701
38311007
38344717
38378258
38411672
38445206
38478811
38512331
38545805
38579598
38613331
38646832
38680307
38713952
38747453
38780734
38814226
38847911
38881265
38914580
38948247
38981831
39015160
39048545
39082073
39115580
39148991
39182511
39216114
39249598
39283033
39316640
39350174
39383603
39417284
39451013
39484456
39517791
39551610
39585159
39618469
39651886
39685500
39719060
39752491
39786118
39819727
39853130
39886597
39920237
39953584
39986922
40020649
40054204
40087516
40121060
40154765
40188144
40221399
40255058
40288706
40322076
40355501
40389097
40422685
40456093
40489693
40523406
40557036
40590492
40624122
40657753
40691323
40724767
40758399
40791988
40825481
40859080
40892744
40926210
40959512
40993094
41026686
41060139
41093522
41127244
41160802
41194103
41227526
41261229
41294690
41327960
41361589
41395258
41428578
41461934
41495467
41529085
41562469
41595890
41629549
41663061
41696427
41729984
41763623
41797019
41830388
41864071
41897633
41930926
41964439
41998254
42031740
42065040
42098448
42132039
42165596
42198979
42232558
42266189
42299628
42332944
42366580
42400157
42433446
42466851
42500504
42534111
42567426
42600879
42634501
42667954
42701262
42734859
42768488
42801901
42835388
42869030
42902563
42936078
42969841
43003439
43036745
43070293
43104075
43137717
43171222
43205078
43238790
43272199
43305480
43339039
43372566
43405864
43439442
43473186
43506606
43539864
43573408
43607050
43640414
43673779
43707457
43740998
43774364
43807935
43841521
43874975
43908455
43942110
43975692
44009162
44042864
44076650
44110366
44143937
44177279
44210732
44244302
44277887
44311474
44345108
44378717
44412179
44445574
44479085
44512603
44546102
44579737
44613377
44646692
44680018
44713729
44747212
44780446
44813823
44847535
44881028
44914331
44947726
44981423
45014919
45048214
45081625
45115213
45148756
45182201
45215760
45249528
45283131
45316594
45350205
45383972
45417873
45451697
45485476
45519125
45552519
45585947
45619552
45653139
45686747
45720380
45753900
45787421
45821005
45854421
45887833
45921381
45954973
45988464
46022003
46055519
46089031
46122392
46155873
46189528
46223118
46256425
46289893
46323636
46357039
46390316
46423727
46457438
46490822
46524078
46557563
46591314
46624728
46657976
46691458
46725147
46758576
46791890
46825496
46859083
46892551
46925896
46959567
46993108
47026502
47059892
47093493
47127044
47160479
47194206
47228018
47261580
47295023
47328697
47362404
47395843
47429375
47463076
47496882
47530443
47563870
47597260
47630790
47664281
47697643
47731241
47764822
47798459
47831805
47865061
47898617
47932208
47965549
